Item Id,Dublin Core:Subject,Dublin Core:Creator,Dublin Core:Identifier
91927,U,Ge Journal,3:368
91926,U,Ge Journal,6:259
91925,U,Ge Journal,3:360
91924,U,Ge Journal,5:119
91923,U,Ge Journal,4:23
91922,U,Ge Journal,4:234
91921,U,Ge Journal,6:427
91920,U,Ge Journal,4:17
91919,U,Ge Journal,4:184
91918,U,Ge Journal,4:169
91917,U,Ge Journal,6:200
91916,U,Ge Journal,4:171
91915,U,Ge Journal,4:94
91914,U,Ge Journal,5:6
91913,U,Ge Journal,4:45
91912,U,Ge Journal,4:197
91911,U,Ge Journal,4:490
91910,U,Ge Journal,4:167
91909,U,Ge Journal,6:299
91908,U,Ge Journal,4:86
91907,U,Ge Journal,3:375
91906,U,Ge Journal,5:124
91905,U,Ge Journal,4:473
91904,U,Ge Journal,5:60
91903,U,Ge Journal,5:137
91902,U,Ge Journal,3:427
91901,U,Ge Journal,4:15
91900,U,Ge Journal,4:79
91899,U,Ge Journal,5:14
91898,U,Ge Journal,4:208
91897,U,Ge Journal,6:315
91896,U,Ge Journal,4:195
91895,U,Ge Journal,4:205
91894,U,Ge Journal,5:13
91893,U,Ge Journal,6:116
91892,U,Ge Journal,6:238
91891,U,Ge Journal,6:314
91890,U,Ge Journal,5:125
91889,U,Ge Journal,4:179
91888,U,Ge Journal,6:3
91887,U,Ge Journal,5:3
91886,U,Ge Journal,6:314
91885,U,Ge Journal,2:354
91884,U,GE Journal,6:263
91883,U,GE Journal,5:357
91882,U,GE Diary,7:209
91881,U,GE Diary,7:156
91880,U,GE Diary,7:152
91879,U,GE Diary,7:202
91878,U,GE Diary,7:326
91877,U,GE Diary,7:335
91876,U,GE Diary,7:194
91875,U,GE Diary,7:331
91874,U,GE Diary,7:300
91873,U,GE Diary,7:242
91872,U,GE Diary,7:222
91871,U,GE Diary,7:127
91870,U,GE Diary,7:341
91869,U,GE Diary,7:258
91868,U,GE Diary,7:227
91867,U,GE Diary,7:263
91866,U,GE Diary,7:116
91865,U,GE Diary,7:270
91864,Agreement For Romola,"George Eliot, George Henry Lewes, with Smith Elder & Co.",8:301
91863,Mrs. Elma Stuart,"George Eliot, George Henry Lewes",6:284
91862,Mr. And Mrs. Charles Lee Lewes,"George Eliot, George Henry Lewes",4:454
91861,Barbara [Mme Eugene] Bodichon,"George Eliot, George Henry Lewes",3:63
91860,Barbara [Mme Eugene] Bodichon,"George Eliot, George Henry Lewes",3:105
91859,John Blackwood,"George Eliot, George Henry Lewes",3:410
91858,John Blackwood,"George Eliot, George Henry Lewes",3:306
91857,Charles Lee Lewes,"George Eliot, George Henry Lewes",3:418
91856,Charles Lee Lewes,"George Eliot, George Henry Lewes",3:413
91855,Charles Bray,"George Eliot, George Henry Lewes",3:165
91854,George Eliot,Frederic W. H. Myers,9:97
91853,George Eliot,Frederic W. H. Myers,9:67
91852,John Walter Cross,Frederic Harrison,7:271
91851,George Eliot,Frederic Harrison,5:42
91850,George Eliot,Frederic Harrison,4:342
91849,George Eliot,Frederic Harrison,4:230
91848,George Eliot,Frederic Harrison,4:262
91847,George Eliot,Frederic Harrison,4:228
91846,George Eliot,Frederic Harrison,4:222
91845,George Eliot,Frederic Harrison,4:249
91844,George Eliot,Frederic Harrison,4:447
91843,George Eliot,Frederic Harrison,4:253
91842,George Eliot,Frederic Harrison,4:284
91841,George Eliot,Frederic Harrison,4:220
91840,George Eliot,Frederic Harrison,4:239
91839,George Eliot,Frederic Harrison,4:259
91838,George Eliot,Frederic Harrison,9:194
91837,George Eliot,Frederic Harrison,4:483
91836,George Eliot,Frederic Harrison,4:264
91835,George Eliot,Frederic Harrison,4:260
91834,George Eliot,Frederic Harrison,4:216
91833,George Henry Lewes,Frau Ottilie Von Goethe,8:117
91832,George Eliot,Emily Susannah Clarke,8:250
91831,George Eliot,Emily Susannah Clarke,9:24
91830,George Eliot,Emily Susannah Clarke,9:306
91829,George Eliot,Emily Susannah Clarke,9:244
91828,Mme Bodichon,Emily Davies,8:409
91827,Jane Crow,Emily Davies,8:465
91826,Annie Crow,Emily Davies,6:285
91825,Anna Richardson,Emily Davies,8:455
91824,George Eliot,Elizabeth Stuart Phelps,6:158
91823,E. F. S. Pigott,Eleanor Cross,9:306
91822,George Bancroft,Edward Livermore Burlingame,6:63
91821,Messrs. Blackwood,Edward Dowden,6:333
91820,George Eliot,Edward Clarke,8:421
91819,George Eliot,Edward Burne-Jones,9:85
91818,C. L,Edward Burne-Jones,9:249
91817,U,Edith Simcox,9:316
91816,U,Edith Simcox,9:276
91815,U,Edith Simcox,9:298
91814,U,Edith Simcox,9:205
91813,U,Edith Simcox,9:199
91812,U,Edith Simcox,9:211
91811,U,Edith Simcox,9:308
91810,U,Edith Simcox,9:216
91809,U,Edith Simcox,9:256
91808,U,Edith Simcox,9:239
91807,U,Edith Simcox,9:247
91806,U,Edith Simcox,9:313
91805,U,Edith Simcox,9:258
91804,U,Edith Simcox,9:275
91803,U,Edith Simcox,9:312
91802,U,Edith Simcox,9:304
91801,U,Edith Simcox,9:259
91800,U,Edith Simcox,9:242
91799,U,Edith Simcox,9:323
91798,U,Edith Simcox,9:228
91797,U,Edith Simcox,9:302
91796,U,Edith Simcox,9:218
91795,U,Edith Simcox,9:281
91794,U,Edith Simcox,9:264
91793,U,Edith Simcox,9:315
91792,U,Edith Simcox,9:270
91791,U,Edith Simcox,9:277
91790,U,Edith Simcox,9:310
91789,U,Edith Simcox,9:260
91788,U,Edith Simcox,9:241
91787,U,Edith Simcox,9:269
91786,U,Edith Simcox,9:287
91785,U,Edith Simcox,9:280
91784,U,Edith Simcox,9:215
91783,U,Edith Simcox,9:305
91782,U,Edith Simcox,9:320
91781,U,Edith Simcox,9:317
91780,U,Edith Simcox,9:260
91779,U,Edith Simcox,9:257
91778,U,Edith Simcox,9:220
91777,U,Edith Simcox,9:202
91776,U,Edith Simcox,9:295
91775,U,Edith Simcox,9:232
91774,U,Edith Simcox,9:213
91773,U,Edith Simcox,9:250
91772,U,Edith Simcox,9:261
91771,U,Edith Simcox,9:314
91770,U,Edith Simcox,9:235
91769,U,Edith Simcox,9:267
91768,U,Edith Simcox,9:279
91767,U,Edith Simcox,9:223
91766,U,Edith Simcox,9:293
91765,U,Edith Simcox,9:205
91764,George Eliot,Edith Simcox,9:302
91763,Charles Lee Lewes,Edith Simcox,9:245
91762,John W. Cross,E. F. S. Pigott,9:307
91761,George Eliot,David Masson,6:96
91760,George Eliot,Charles Villiers Stanford,9:96
91759,George Henry Lewes,Charles Robert Darwin,8:436
91758,George Henry Lewes,Charles Robert Darwin,8:425
91757,George Henry Lewes,Charles Robert Darwin,8:419
91756,George Henry Lewes,Charles Robert Darwin,8:438
91755,Ivan Turgenev,Charles Lee Lewes,9:243
91754,E. F. S. Pigott,Charles Lee Lewes,9:245
91753,E. F. S. Pigott,Charles Lee Lewes,9:251
91752,E. F. S. Pigott,Charles Lee Lewes,9:244
91751,Agnes Lewes,Charles Lee Lewes,8:174
91750,Agnes Lewes,Charles Lee Lewes,8:190
91749,Agnes Lewes,Charles Lee Lewes,8:164
91748,Mrs. Mark Pattison,Charles Lee Lewes,7:90
91747,Mme Louis Belloc,Charles Lee Lewes,7:87
91746,M,Charles Eliot Norton,5:7
91745,John Blackwood,Charles Dickens,2:427
91744,George Henry Lewes,Charles Dickens,3:203
91743,George Henry Lewes,Charles Dickens,3:261
91742,George Henry Lewes,Charles Dickens,8:239
91741,George Eliot,Charles Dickens,2:423
91740,George Eliot,Charles Dickens,3:114
91739,SARA SOPHIA HENNELL,Charles Christian Hennell,1:171 - 219
91738,George Combe,Charles Bray,8:122
91737,George Combe,Charles Bray,8:139
91736,George Combe,Charles Bray,8:128
91735,George Combe,Charles Bray,8:127
91734,George Combe,Charles Bray,8:58
91733,George Combe,Charles Bray,8:130
91732,George Combe,Charles Bray,8:126
91731,George Combe,Charles Bray,8:30
91730,George Eliot,Charles Bray,3:164
91729,George Eliot,Charles Bray,3:94
91728,Mrs. Nassau Senior,Charles Lee Lewes,9:151
91727,Charles Lewes,Blackwood & Sons,9:255
91726,George Eliot,Bessie Rayner Parkes,8:241
91725,Barbara Leigh Smith,Bessie Rayner Parkes,2:87
91724,George Eliot,Benjamin Jowett,9:284
91723,George Eliot,Benjamin Jowett,9:227
91722,George Eliot,Benjamin Jowett,9:246
91721,George Henry Lewes,Anthony Trollope,8:269
91720,George Henry Lewes,Anthony Trollope,8:279
91719,George Henry Lewes,Anthony Trollope,8:430
91718,George Henry Lewes,Anthony Trollope,8:319
91717,George Henry Lewes,Anthony Trollope,8:327
91716,George Henry Lewes,Anthony Trollope,8:317
91715,George Henry Lewes,Anthony Trollope,8:315
91714,George Henry Lewes,Anthony Trollope,8:300
91713,George Henry Lewes,Anthony Trollope,8:470
91712,George Henry Lewes,Anthony Trollope,8:315
91711,George Henry Lewes,Anthony Trollope,8:464
91710,George Henry Lewes,Anthony Trollope,8:387
91709,George Henry Lewes,Anthony Trollope,9:125
91708,George Henry Lewes,Anthony Trollope,8:270
91707,George Henry Lewes,Anthony Trollope,9:165
91706,George Henry Lewes,Anthony Trollope,8:340
91705,George Henry Lewes,Anthony Trollope,8:342
91704,George Eliot,Anthony Trollope,8:381
91703,George Eliot,Anthony Trollope,8:303
91702,George Eliot,Anthony Trollope,8:313
91701,George Eliot,Anthony Trollope,8:311
91700,Ge and Ghl,Anthony Trollope,9:42
91699,George Eliot,Annie Leigh Smith,8:236
91698,George Eliot,An Affable Barrister,9:58
91697,George Henry Lewes,Alfred Tennyson,7:49
91696,George Eliot,Alfred Tennyson,7:86
91695,Henry George Atkinson,George Eliot,7:355
91694,Barbara [Mme Eugene] Bodichon,George Eliot,9:None
91693,Mrs. Lloyd,John Gwyther [?],3:21
91692,U,George Henry Lewes as George Eliot [?],3:50
91691,Alfred Tennyson,George Henry Lewes as George Eliot [?],7:47
